Order_ID;Order_Date;Year;Month;Quarter;Country;City;Region;Product;Product Line;Category;Customer Segment;Sales Channel;Retailer;Units Sold;Unit Price;Gross Revenue;Discount %;Discount Amount;Net Revenue;Cost;Profit;Profit Margin;Order Priority;Payment Method
100558;22/01/24;2024;Jan;Q1;Germany;Munich;Europe;Swoosh Sports Bra;Clothing;Training;Women;Online;Foot Locker;8;$51.93;$415.44;10%;$41.54;$373.90;$183.93;$189.97;50.80%;High;Credit Card
100559;02/12/25;2025;Dec;Q4;Egypt;Cairo;Middle East;NBA Swingman Jersey;Clothing;Basketball;Women;Mobile App;Nike App;12;$120.68;$1,448.16;10%;$144.82;$1,303.34;$726.06;$577.28;44.30%;Standard;PayPal
100560;12/01/25;2025;Jan;Q1;Egypt;Cairo;Middle East;Heritage Backpack;Accessories;Lifestyle;Women;Online;Sun & Sand Sports;9;$61.31;$551.79;10%;$55.18;$496.61;$268.21;$228.40;46.00%;High;Bank Transfer
100561;23/06/25;2025;Jun;Q2;Kuwait;Kuwait City;Middle East;Pro Training Leggings;Clothing;Training;Women;Online;Retail Partner;8;$73.98;$591.84;5%;$29.59;$562.25;$267.43;$294.82;52.40%;Standard;Apple Pay
100562;18/07/25;2025;Jul;Q3;Saudi Arabia;Riyadh;Middle East;Training Gloves;Accessories;Training;Men;Store;Nike App;26;$35.45;$921.70;15%;$138.25;$783.45;$428.12;$355.33;45.40%;Standard;Apple Pay
100563;30/05/25;2025;May;Q2;USA;New York;North America;Everyday Cushioned Socks;Accessories;Training;Men;Online;Nike Outlet;14;$23.34;$326.76;5%;$16.34;$310.42;$143.30;$167.12;53.80%;High;Apple Pay
100564;28/09/24;2024;Sep;Q3;Spain;Madrid;Europe;Nike Blazer Mid;Shoes;Lifestyle;Men;Mobile App;Nike App;11;$140.51;$1,545.61;15%;$231.84;$1,313.77;$774.64;$539.13;41.00%;Standard;Credit Card
100565;29/04/24;2024;Apr;Q2;USA;Los Angeles;North America;Nike Cap;Accessories;Lifestyle;Women;Store;Retail Partner;7;$29.21;$204.47;10%;$20.45;$184.02;$94.53;$89.49;48.60%;High;Cash
100566;30/03/24;2024;Mar;Q1;Qatar;Doha;Middle East;Air Max 270;Shoes;Running;Men;Mobile App;Nike App;18;$169.47;$3,050.46;0%;$0.00;$3,050.46;$1,686.97;$1,363.49;44.70%;Standard;Credit Card
100567;04/09/24;2024;Sep;Q3;Brazil;S?o Paulo;Latin America;Air Jordan 1;Shoes;Basketball;Men;Store;Retail Partner;7;$231.10;$1,617.70;15%;$242.66;$1,375.04;$978.27;$396.77;28.90%;Standard;Credit Card
100568;05/04/25;2025;Apr;Q2;Turkey;Istanbul;Middle East;Nike Blazer Mid;Shoes;Lifestyle;Men;Mobile App;Nike App;11;$134.78;$1,482.58;5%;$74.13;$1,408.45;$742.68;$665.77;47.30%;High;Apple Pay
100569;01/03/25;2025;Mar;Q1;China;Shenzhen;Asia Pacific;Pro Training Leggings;Clothing;Training;Men;Store;Retail Partner;10;$64.67;$646.70;10%;$64.67;$582.03;$304.00;$278.03;47.80%;Standard;PayPal
100570;29/04/25;2025;Apr;Q2;UAE;Abu Dhabi;Middle East;NBA Swingman Jersey;Clothing;Basketball;Men;Store;Foot Locker;11;$107.54;$1,182.94;0%;$0.00;$1,182.94;$576.57;$606.37;51.30%;Standard;Credit Card
100571;02/12/25;2025;Dec;Q4;Spain;Valencia;Europe;Everyday Cushioned Socks;Accessories;Training;Men;Online;Nike Outlet;27;$23.20;$626.40;15%;$93.96;$532.44;$277.16;$255.28;48.00%;High;Cash
100572;28/09/25;2025;Sep;Q3;Germany;Hamburg;Europe;Air Jordan 1;Shoes;Basketball;Women;Online;JD Sports;7;$199.77;$1,398.39;10%;$139.84;$1,258.55;$883.63;$374.92;29.80%;Express;Apple Pay
100573;28/08/24;2024;Aug;Q3;Germany;Berlin;Europe;Air Max 270;Shoes;Running;Men;Online;Foot Locker;14;$163.31;$2,286.34;15%;$342.95;$1,943.39;$1,318.00;$625.39;32.20%;Standard;Credit Card
100574;29/07/25;2025;Jul;Q3;France;Nice;Europe;Dri-FIT Running Tee;Clothing;Running;Kids;Mobile App;Nike App;21;$48.32;$1,014.72;15%;$152.21;$862.51;$466.86;$395.65;45.90%;High;Cash
100575;11/06/25;2025;Jun;Q2;Egypt;Cairo;Middle East;Air Force 1;Shoes;Lifestyle;Kids;Store;Retail Partner;21;$156.09;$3,277.89;15%;$491.68;$2,786.21;$1,855.58;$930.63;33.40%;High;Credit Card
100576;29/07/25;2025;Jul;Q3;UK;London;Europe;Nike Metcon 9;Shoes;Training;Women;Mobile App;Nike App;11;$181.86;$2,000.46;0%;$0.00;$2,000.46;$1,047.50;$952.96;47.60%;Standard;Apple Pay
100577;11/04/24;2024;Apr;Q2;Qatar;Al Wakrah;Middle East;Club Fleece Joggers;Clothing;Sportswear;Women;Online;JD Sports;5;$91.27;$456.35;5%;$22.82;$433.53;$231.14;$202.39;46.70%;Standard;Apple Pay
100578;28/03/24;2024;Mar;Q1;Canada;Montreal;North America;Heritage Backpack;Accessories;Lifestyle;Men;Store;Foot Locker;11;$58.89;$647.79;10%;$64.78;$583.01;$320.40;$262.61;45.00%;Standard;Apple Pay
100579;23/02/25;2025;Feb;Q1;South Korea;Busan;Asia Pacific;Air Max 270;Shoes;Running;Men;Mobile App;Nike App;8;$149.43;$1,195.44;5%;$59.77;$1,135.67;$694.89;$440.78;38.80%;High;Apple Pay
100580;06/02/25;2025;Feb;Q1;South Africa;Cape Town;Africa;Nike Dunk Low;Shoes;Lifestyle;Kids;Online;Amazon;4;$150.58;$602.32;20%;$120.46;$481.86;$351.16;$130.70;27.10%;High;PayPal
100581;17/11/24;2024;Nov;Q4;Italy;Rome;Europe;Dri-FIT Running Tee;Clothing;Running;Kids;Store;Foot Locker;16;$43.25;$692.00;10%;$69.20;$622.80;$327.74;$295.06;47.40%;Standard;PayPal
100582;26/10/25;2025;Oct;Q4;Netherlands;Amsterdam;Europe;Pro Training Leggings;Clothing;Training;Men;Store;Nike Outlet;4;$74.55;$298.20;15%;$44.73;$253.47;$132.56;$120.91;47.70%;Express;Credit Card
100583;05/04/24;2024;Apr;Q2;India;Bangalore;Asia Pacific;Pro Training Leggings;Clothing;Training;Women;Mobile App;Nike App;10;$75.55;$755.50;10%;$75.55;$679.95;$341.06;$338.89;49.80%;High;PayPal
100584;01/06/25;2025;Jun;Q2;UAE;Sharjah;Middle East;Air Force 1;Shoes;Lifestyle;Women;Online;Sun & Sand Sports;14;$132.27;$1,851.78;15%;$277.77;$1,574.01;$1,092.19;$481.82;30.60%;Standard;Apple Pay
100585;06/01/24;2024;Jan;Q1;South Korea;Busan;Asia Pacific;Nike Tech Fleece Hoodie;Clothing;Sportswear;Women;Outlet;JD Sports;7;$129.23;$904.61;15%;$135.69;$768.92;$469.23;$299.69;39.00%;High;Apple Pay
100586;10/09/24;2024;Sep;Q3;UAE;Abu Dhabi;Middle East;Training Gloves;Accessories;Training;Women;Mobile App;Nike App;13;$34.73;$451.49;0%;$0.00;$451.49;$207.10;$244.39;54.10%;High;Credit Card
100587;04/03/24;2024;Mar;Q1;Brazil;S?o Paulo;Latin America;Nike Cap;Accessories;Lifestyle;Men;Online;Nike Outlet;4;$27.97;$111.88;5%;$5.59;$106.29;$48.82;$57.47;54.10%;Standard;Apple Pay
100588;16/05/25;2025;May;Q2;Jordan;Amman;Middle East;Nike Metcon 9;Shoes;Training;Men;Online;Retail Partner;6;$156.07;$936.42;10%;$93.64;$842.78;$527.19;$315.59;37.50%;Standard;Credit Card
100589;29/04/25;2025;Apr;Q2;UK;Manchester;Europe;NBA Swingman Jersey;Clothing;Basketball;Kids;Online;Nike Outlet;13;$107.57;$1,398.41;10%;$139.84;$1,258.57;$661.45;$597.12;47.40%;Standard;Credit Card
100590;28/10/24;2024;Oct;Q4;China;Shanghai;Asia Pacific;Nike Dunk Low;Shoes;Lifestyle;Men;Store;Nike Store;13;$166.10;$2,159.30;5%;$107.97;$2,051.33;$1,193.31;$858.02;41.80%;Standard;PayPal
100591;03/01/24;2024;Jan;Q1;UAE;Sharjah;Middle East;NBA Swingman Jersey;Clothing;Basketball;Men;Online;Retail Partner;4;$121.01;$484.04;15%;$72.61;$411.43;$239.97;$171.46;41.70%;High;Apple Pay
100592;21/05/24;2024;May;Q2;India;Bangalore;Asia Pacific;Everyday Cushioned Socks;Accessories;Training;Women;Store;Foot Locker;7;$24.05;$168.35;5%;$8.42;$159.93;$74.52;$85.41;53.40%;High;Apple Pay
100593;26/08/24;2024;Aug;Q3;Netherlands;Rotterdam;Europe;Air Force 1;Shoes;Lifestyle;Kids;Mobile App;Nike App;9;$153.05;$1,377.45;10%;$137.75;$1,239.70;$776.05;$463.65;37.40%;High;PayPal
100594;28/07/25;2025;Jul;Q3;Kuwait;Kuwait City;Middle East;Air Jordan 1;Shoes;Basketball;Men;Store;Nike Store;5;$233.41;$1,167.05;10%;$116.70;$1,050.35;$733.54;$316.81;30.20%;Standard;Credit Card
100595;05/11/25;2025;Nov;Q4;Mexico;Mexico City;North America;Air Max 270;Shoes;Running;Men;Online;Retail Partner;23;$157.45;$3,621.35;10%;$362.13;$3,259.22;$2,129.56;$1,129.66;34.70%;Express;Credit Card
100596;03/07/24;2024;Jul;Q3;Brazil;S?o Paulo;Latin America;Training Gloves;Accessories;Training;Men;Online;Nike App;16;$39.06;$624.96;10%;$62.50;$562.46;$271.43;$291.03;51.70%;Standard;PayPal
100597;06/06/24;2024;Jun;Q2;Australia;Perth;Asia Pacific;Nike Metcon 9;Shoes;Training;Men;Outlet;Foot Locker;14;$164.67;$2,305.38;5%;$115.27;$2,190.11;$1,226.33;$963.78;44.00%;Standard;Credit Card
100598;03/05/24;2024;May;Q2;UK;Manchester;Europe;Nike Tech Fleece Hoodie;Clothing;Sportswear;Women;Store;Retail Partner;10;$122.61;$1,226.10;10%;$122.61;$1,103.49;$658.06;$445.43;40.40%;Standard;Credit Card
100599;20/07/25;2025;Jul;Q3;Brazil;S?o Paulo;Latin America;Nike Cap;Accessories;Lifestyle;Men;Store;Nike Store;11;$29.54;$324.94;5%;$16.25;$308.69;$142.81;$165.88;53.70%;High;Credit Card
100600;20/02/25;2025;Feb;Q1;South Korea;Seoul;Asia Pacific;Training Gloves;Accessories;Training;Men;Outlet;Sun & Sand Sports;22;$35.98;$791.56;0%;$0.00;$791.56;$341.97;$449.59;56.80%;Express;Bank Transfer
100601;22/07/25;2025;Jul;Q3;South Korea;Seoul;Asia Pacific;Air Max 270;Shoes;Running;Women;Outlet;Amazon;11;$149.13;$1,640.43;20%;$328.09;$1,312.34;$937.68;$374.66;28.60%;Standard;PayPal
100602;25/12/24;2024;Dec;Q4;Kuwait;Kuwait City;Middle East;Training Gloves;Accessories;Training;Men;Online;Nike App;15;$34.30;$514.50;5%;$25.73;$488.77;$218.68;$270.09;55.30%;Standard;Apple Pay
100603;13/10/24;2024;Oct;Q4;Brazil;S?o Paulo;Latin America;Training Gloves;Accessories;Training;Kids;Online;Sun & Sand Sports;1;$37.15;$37.15;5%;$1.86;$35.29;$16.94;$18.35;52.00%;Standard;Credit Card
100604;05/09/25;2025;Sep;Q3;Spain;Madrid;Europe;Nike Dunk Low;Shoes;Lifestyle;Women;Online;Retail Partner;1;$138.13;$138.13;0%;$0.00;$138.13;$75.23;$62.90;45.50%;Standard;PayPal
100605;15/05/25;2025;May;Q2;South Africa;Johannesburg;Africa;Air Jordan 1;Shoes;Basketball;Women;Store;Nike App;1;$227.47;$227.47;5%;$11.37;$216.10;$131.85;$84.25;39.00%;Express;Credit Card
100606;07/09/25;2025;Sep;Q3;Italy;Milan;Europe;Nike Metcon 9;Shoes;Training;Women;Mobile App;Nike App;7;$184.27;$1,289.89;0%;$0.00;$1,289.89;$682.39;$607.50;47.10%;Standard;Credit Card
100607;21/01/24;2024;Jan;Q1;South Africa;Johannesburg;Africa;NBA Swingman Jersey;Clothing;Basketball;Men;Mobile App;Nike App;3;$106.07;$318.21;25%;$79.55;$238.66;$167.73;$70.93;29.70%;Standard;Apple Pay
100608;21/12/25;2025;Dec;Q4;Oman;Muscat;Middle East;Air Max 270;Shoes;Running;Men;Mobile App;Nike App;11;$159.87;$1,758.57;15%;$263.79;$1,494.78;$1,044.43;$450.35;30.10%;Standard;Apple Pay
100609;06/11/25;2025;Nov;Q4;Jordan;Amman;Middle East;Air Jordan 1;Shoes;Basketball;Women;Mobile App;Nike App;26;$229.13;$5,957.38;20%;$1,191.48;$4,765.90;$3,734.41;$1,031.49;21.60%;Standard;Cash
100610;24/01/24;2024;Jan;Q1;Oman;Muscat;Middle East;Everyday Cushioned Socks;Accessories;Training;Men;Store;Nike Store;18;$24.00;$432.00;5%;$21.60;$410.40;$192.28;$218.12;53.20%;Standard;Credit Card
100611;14/06/25;2025;Jun;Q2;South Korea;Busan;Asia Pacific;NBA Swingman Jersey;Clothing;Basketball;Women;Online;JD Sports;23;$112.91;$2,596.93;5%;$129.85;$2,467.08;$1,273.69;$1,193.39;48.40%;Standard;Cash
100612;26/01/24;2024;Jan;Q1;Jordan;Amman;Middle East;Heritage Backpack;Accessories;Lifestyle;Kids;Mobile App;Nike App;13;$52.77;$686.01;5%;$34.30;$651.71;$308.94;$342.77;52.60%;Standard;Credit Card
100613;18/03/25;2025;Mar;Q1;USA;Houston;North America;Club Fleece Joggers;Clothing;Sportswear;Women;Online;Retail Partner;10;$79.13;$791.30;5%;$39.56;$751.74;$400.04;$351.70;46.80%;Express;PayPal
100614;26/09/25;2025;Sep;Q3;South Korea;Seoul;Asia Pacific;Everyday Cushioned Socks;Accessories;Training;Women;Online;Nike Store;14;$24.27;$339.78;5%;$16.99;$322.79;$152.09;$170.70;52.90%;High;PayPal
100615;04/03/24;2024;Mar;Q1;South Korea;Seoul;Asia Pacific;Pro Training Leggings;Clothing;Training;Women;Store;Nike App;7;$68.53;$479.71;5%;$23.99;$455.72;$212.38;$243.34;53.40%;High;Credit Card
100616;05/09/25;2025;Sep;Q3;Bahrain;Manama;Middle East;Everyday Cushioned Socks;Accessories;Training;Men;Mobile App;Nike App;4;$24.11;$96.44;10%;$9.64;$86.80;$40.27;$46.53;53.60%;Express;PayPal
100617;09/04/25;2025;Apr;Q2;India;Delhi;Asia Pacific;Nike Blazer Mid;Shoes;Lifestyle;Men;Online;Nike App;2;$148.62;$297.24;0%;$0.00;$297.24;$157.06;$140.18;47.20%;Standard;Apple Pay
100618;27/09/25;2025;Sep;Q3;South Korea;Seoul;Asia Pacific;Nike Tech Fleece Hoodie;Clothing;Sportswear;Men;Online;Foot Locker;4;$117.88;$471.52;5%;$23.58;$447.94;$253.39;$194.55;43.40%;High;Credit Card
100619;08/07/25;2025;Jul;Q3;South Africa;Cape Town;Africa;Nike Dunk Low;Shoes;Lifestyle;Women;Store;Amazon;12;$155.59;$1,867.08;10%;$186.71;$1,680.37;$1,001.08;$679.29;40.40%;Standard;Cash
100620;25/02/24;2024;Feb;Q1;Brazil;Rio de Janeiro;Latin America;Nike Blazer Mid;Shoes;Lifestyle;Kids;Store;JD Sports;10;$145.40;$1,454.00;5%;$72.70;$1,381.30;$783.92;$597.38;43.30%;High;Bank Transfer
100621;06/09/25;2025;Sep;Q3;Oman;Muscat;Middle East;Club Fleece Joggers;Clothing;Sportswear;Women;Store;Foot Locker;18;$93.68;$1,686.24;10%;$168.62;$1,517.62;$865.72;$651.90;43.00%;Standard;PayPal
100622;22/04/25;2025;Apr;Q2;Egypt;Cairo;Middle East;Nike Tech Fleece Hoodie;Clothing;Sportswear;Women;Mobile App;Nike App;16;$129.95;$2,079.20;15%;$311.88;$1,767.32;$1,038.42;$728.90;41.20%;Standard;Cash
100623;07/01/24;2024;Jan;Q1;Italy;Rome;Europe;Air Jordan 1;Shoes;Basketball;Men;Store;Foot Locker;9;$217.80;$1,960.20;15%;$294.03;$1,666.17;$1,124.03;$542.14;32.50%;Standard;Credit Card
100624;27/06/24;2024;Jun;Q2;France;Marseille;Europe;Nike Metcon 9;Shoes;Training;Men;Store;Foot Locker;16;$158.27;$2,532.32;0%;$0.00;$2,532.32;$1,320.70;$1,211.62;47.90%;Standard;Cash
100625;20/05/24;2024;May;Q2;Netherlands;Amsterdam;Europe;Club Fleece Joggers;Clothing;Sportswear;Kids;Online;JD Sports;6;$81.11;$486.66;10%;$48.67;$437.99;$246.18;$191.81;43.80%;Standard;Apple Pay
100626;29/12/25;2025;Dec;Q4;Saudi Arabia;Riyadh;Middle East;Nike Dunk Low;Shoes;Lifestyle;Kids;Online;JD Sports;21;$143.75;$3,018.75;5%;$150.94;$2,867.81;$1,688.22;$1,179.59;41.10%;Standard;Bank Transfer
100627;07/09/24;2024;Sep;Q3;UK;Manchester;Europe;Pro Training Leggings;Clothing;Training;Women;Online;Nike Store;7;$66.17;$463.19;10%;$46.32;$416.87;$218.59;$198.28;47.60%;Standard;PayPal
100628;26/04/25;2025;Apr;Q2;Bahrain;Manama;Middle East;Nike Metcon 9;Shoes;Training;Women;Mobile App;Nike App;7;$173.09;$1,211.63;10%;$121.16;$1,090.47;$651.68;$438.79;40.20%;Standard;Credit Card
100629;17/01/25;2025;Jan;Q1;India;Bangalore;Asia Pacific;Nike Cap;Accessories;Lifestyle;Women;Store;Amazon;3;$30.19;$90.57;10%;$9.06;$81.51;$38.05;$43.46;53.30%;High;Apple Pay
100630;28/08/24;2024;Aug;Q3;Netherlands;Amsterdam;Europe;Pro Training Leggings;Clothing;Training;Men;Online;Foot Locker;6;$77.50;$465.00;5%;$23.25;$441.75;$218.51;$223.24;50.50%;Standard;Credit Card
100631;31/03/25;2025;Mar;Q1;India;Delhi;Asia Pacific;Nike Tech Fleece Hoodie;Clothing;Sportswear;Women;Store;Sun & Sand Sports;4;$120.21;$480.84;15%;$72.13;$408.71;$238.31;$170.40;41.70%;Standard;Credit Card
100632;27/08/24;2024;Aug;Q3;Canada;Toronto;North America;NBA Swingman Jersey;Clothing;Basketball;Kids;Online;Nike App;12;$118.49;$1,421.88;20%;$284.38;$1,137.50;$670.80;$466.70;41.00%;Standard;Credit Card
100633;24/07/24;2024;Jul;Q3;Spain;Madrid;Europe;Club Fleece Joggers;Clothing;Sportswear;Men;Mobile App;Nike App;14;$81.44;$1,140.16;10%;$114.02;$1,026.14;$529.72;$496.42;48.40%;High;PayPal
100634;10/07/25;2025;Jul;Q3;Canada;Toronto;North America;Pro Training Leggings;Clothing;Training;Men;Online;Nike Outlet;3;$77.64;$232.92;15%;$34.94;$197.98;$112.34;$85.64;43.30%;Standard;PayPal
100635;01/06/24;2024;Jun;Q2;Netherlands;Amsterdam;Europe;Nike Tech Fleece Hoodie;Clothing;Sportswear;Women;Online;JD Sports;4;$128.58;$514.32;15%;$77.15;$437.17;$259.73;$177.44;40.60%;High;Credit Card
100636;11/07/24;2024;Jul;Q3;Brazil;Rio de Janeiro;Latin America;Nike Blazer Mid;Shoes;Lifestyle;Men;Mobile App;Nike App;12;$125.01;$1,500.12;0%;$0.00;$1,500.12;$829.66;$670.46;44.70%;Standard;PayPal
100637;26/05/25;2025;May;Q2;Bahrain;Manama;Middle East;Club Fleece Joggers;Clothing;Sportswear;Men;Store;Nike Outlet;10;$83.29;$832.90;10%;$83.29;$749.61;$409.30;$340.31;45.40%;Standard;Credit Card
100638;04/12/24;2024;Dec;Q4;Turkey;Ankara;Middle East;Swoosh Sports Bra;Clothing;Training;Men;Store;Nike Outlet;10;$52.67;$526.70;0%;$0.00;$526.70;$237.32;$289.38;54.90%;Standard;Cash
100639;05/04/24;2024;Apr;Q2;Japan;Tokyo;Asia Pacific;Nike Metcon 9;Shoes;Training;Men;Store;Retail Partner;13;$181.87;$2,364.31;5%;$118.22;$2,246.09;$1,223.97;$1,022.12;45.50%;Standard;Apple Pay
100640;10/04/25;2025;Apr;Q2;UK;Birmingham;Europe;Training Gloves;Accessories;Training;Men;Online;Nike Outlet;10;$34.94;$349.40;25%;$87.35;$262.05;$148.63;$113.42;43.30%;Standard;PayPal
100641;02/02/25;2025;Feb;Q1;Germany;Munich;Europe;Nike Blazer Mid;Shoes;Lifestyle;Men;Mobile App;Nike App;8;$139.73;$1,117.84;5%;$55.89;$1,061.95;$567.55;$494.40;46.60%;High;Apple Pay
100642;25/07/24;2024;Jul;Q3;USA;Los Angeles;North America;Everyday Cushioned Socks;Accessories;Training;Men;Store;JD Sports;10;$22.55;$225.50;20%;$45.10;$180.40;$100.80;$79.60;44.10%;Standard;Apple Pay
100643;03/04/24;2024;Apr;Q2;Australia;Perth;Asia Pacific;NBA Swingman Jersey;Clothing;Basketball;Women;Mobile App;Nike App;7;$119.02;$833.14;0%;$0.00;$833.14;$401.05;$432.09;51.90%;High;PayPal
100644;13/04/25;2025;Apr;Q2;Netherlands;Amsterdam;Europe;Nike Pegasus 40;Shoes;Running;Men;Outlet;JD Sports;16;$186.51;$2,984.16;0%;$0.00;$2,984.16;$1,715.76;$1,268.40;42.50%;Standard;PayPal
100645;09/03/24;2024;Mar;Q1;Oman;Muscat;Middle East;Nike Cap;Accessories;Lifestyle;Men;Mobile App;Nike App;13;$29.99;$389.87;10%;$38.99;$350.88;$176.25;$174.63;49.80%;Standard;Credit Card
100646;31/07/24;2024;Jul;Q3;India;Mumbai;Asia Pacific;Everyday Cushioned Socks;Accessories;Training;Men;Store;Retail Partner;16;$21.92;$350.72;15%;$52.61;$298.11;$156.32;$141.79;47.60%;Standard;Credit Card
100647;27/04/24;2024;Apr;Q2;Oman;Muscat;Middle East;Club Fleece Joggers;Clothing;Sportswear;Women;Store;Retail Partner;15;$82.32;$1,234.80;20%;$246.96;$987.84;$573.88;$413.96;41.90%;High;Cash
100648;23/06/24;2024;Jun;Q2;USA;Houston;North America;Nike Pegasus 40;Shoes;Running;Men;Online;Nike Outlet;15;$162.13;$2,431.95;10%;$243.19;$2,188.76;$1,249.50;$939.26;42.90%;Standard;Apple Pay
100649;01/07/24;2024;Jul;Q3;Germany;Berlin;Europe;Nike Blazer Mid;Shoes;Lifestyle;Men;Online;Nike App;9;$125.62;$1,130.58;0%;$0.00;$1,130.58;$617.54;$513.04;45.40%;High;Bank Transfer
100650;18/01/25;2025;Jan;Q1;France;Lyon;Europe;Air Jordan 1;Shoes;Basketball;Men;Online;Nike Store;12;$207.36;$2,488.32;0%;$0.00;$2,488.32;$1,548.18;$940.14;37.80%;Standard;Cash
100651;11/11/25;2025;Nov;Q4;Japan;Osaka;Asia Pacific;Air Force 1;Shoes;Lifestyle;Men;Online;Sun & Sand Sports;14;$146.29;$2,048.06;20%;$409.61;$1,638.45;$1,127.96;$510.49;31.20%;Standard;Credit Card
100652;18/04/24;2024;Apr;Q2;Italy;Milan;Europe;Nike Metcon 9;Shoes;Training;Men;Store;Nike Store;16;$164.64;$2,634.24;5%;$131.71;$2,502.53;$1,338.32;$1,164.21;46.50%;High;PayPal
100653;12/01/25;2025;Jan;Q1;UK;London;Europe;Nike Blazer Mid;Shoes;Lifestyle;Men;Mobile App;Nike App;1;$143.44;$143.44;15%;$21.52;$121.92;$79.80;$42.12;34.60%;Standard;Credit Card
100654;07/04/24;2024;Apr;Q2;Egypt;Alexandria;Middle East;Swoosh Sports Bra;Clothing;Training;Women;Outlet;Foot Locker;10;$54.25;$542.50;10%;$54.25;$488.25;$254.20;$234.05;47.90%;Standard;Cash
100655;08/05/25;2025;May;Q2;Saudi Arabia;Dammam;Middle East;Air Max 270;Shoes;Running;Women;Store;Nike Outlet;1;$163.31;$163.31;10%;$16.33;$146.98;$90.15;$56.83;38.70%;Standard;PayPal
100656;07/05/24;2024;May;Q2;Australia;Melbourne;Asia Pacific;Heritage Backpack;Accessories;Lifestyle;Women;Store;Nike Store;9;$52.11;$468.99;10%;$46.90;$422.09;$215.19;$206.90;49.00%;Standard;PayPal
100657;31/08/24;2024;Aug;Q3;Jordan;Amman;Middle East;Club Fleece Joggers;Clothing;Sportswear;Men;Online;Nike Store;1;$89.22;$89.22;5%;$4.46;$84.76;$40.82;$43.94;51.80%;High;Credit Card
100658;05/09/24;2024;Sep;Q3;Germany;Berlin;Europe;Nike Tech Fleece Hoodie;Clothing;Sportswear;Women;Store;JD Sports;8;$124.99;$999.92;5%;$50.00;$949.92;$495.87;$454.05;47.80%;Standard;Credit Card
100659;18/05/25;2025;May;Q2;Saudi Arabia;Jeddah;Middle East;Air Force 1;Shoes;Lifestyle;Women;Online;JD Sports;12;$144.17;$1,730.04;15%;$259.51;$1,470.53;$929.23;$541.30;36.80%;Standard;Apple Pay
100660;23/04/25;2025;Apr;Q2;Australia;Melbourne;Asia Pacific;Nike Blazer Mid;Shoes;Lifestyle;Men;Online;JD Sports;12;$132.38;$1,588.56;10%;$158.86;$1,429.70;$888.67;$541.03;37.80%;Standard;Cash
100661;07/05/25;2025;May;Q2;Saudi Arabia;Dammam;Middle East;Swoosh Sports Bra;Clothing;Training;Men;Store;Nike Outlet;1;$58.96;$58.96;15%;$8.84;$50.12;$27.32;$22.80;45.50%;Standard;Apple Pay
100662;26/03/24;2024;Mar;Q1;South Africa;Johannesburg;Africa;Nike Dunk Low;Shoes;Lifestyle;Women;Online;Nike Outlet;9;$151.91;$1,367.19;5%;$68.36;$1,298.83;$764.68;$534.15;41.10%;Standard;Credit Card
100663;19/05/24;2024;May;Q2;Oman;Muscat;Middle East;Nike Blazer Mid;Shoes;Lifestyle;Men;Online;Nike Store;15;$134.30;$2,014.50;5%;$100.72;$1,913.78;$1,051.79;$861.99;45.00%;Standard;PayPal
100664;28/01/25;2025;Jan;Q1;China;Beijing;Asia Pacific;Air Jordan 1;Shoes;Basketball;Men;Online;Nike App;3;$209.36;$628.08;10%;$62.81;$565.27;$367.52;$197.75;35.00%;Standard;Credit Card
100665;22/12/24;2024;Dec;Q4;India;Bangalore;Asia Pacific;Nike Cap;Accessories;Lifestyle;Women;Online;Nike Store;11;$29.88;$328.68;5%;$16.43;$312.25;$134.90;$177.35;56.80%;High;Apple Pay
100666;23/11/25;2025;Nov;Q4;USA;Los Angeles;North America;Dri-FIT Running Tee;Clothing;Running;Women;Outlet;Foot Locker;8;$43.69;$349.52;10%;$34.95;$314.57;$168.88;$145.69;46.30%;High;Credit Card
100667;04/04/24;2024;Apr;Q2;Kuwait;Kuwait City;Middle East;Swoosh Sports Bra;Clothing;Training;Women;Outlet;Nike App;6;$55.25;$331.50;15%;$49.73;$281.77;$143.36;$138.41;49.10%;Standard;Bank Transfer
100668;05/11/25;2025;Nov;Q4;Netherlands;Rotterdam;Europe;Heritage Backpack;Accessories;Lifestyle;Women;Outlet;Nike App;17;$51.80;$880.60;10%;$88.06;$792.54;$436.10;$356.44;45.00%;High;Credit Card
100669;02/08/24;2024;Aug;Q3;Jordan;Amman;Middle East;Pro Training Leggings;Clothing;Training;Men;Online;Retail Partner;11;$74.15;$815.65;10%;$81.56;$734.09;$388.36;$345.73;47.10%;High;Credit Card
100670;18/01/25;2025;Jan;Q1;Japan;Osaka;Asia Pacific;Nike Blazer Mid;Shoes;Lifestyle;Women;Store;Nike App;10;$136.37;$1,363.70;15%;$204.56;$1,159.14;$690.78;$468.36;40.40%;Standard;Credit Card
100671;15/07/24;2024;Jul;Q3;Canada;Calgary;North America;Everyday Cushioned Socks;Accessories;Training;Women;Store;Foot Locker;14;$20.79;$291.06;0%;$0.00;$291.06;$116.60;$174.46;59.90%;Standard;Apple Pay
100672;13/04/24;2024;Apr;Q2;USA;New York;North America;Dri-FIT Running Tee;Clothing;Running;Women;Online;Nike Store;11;$42.27;$464.97;10%;$46.50;$418.47;$198.97;$219.50;52.50%;Standard;Bank Transfer
